word;happiness_rank;happiness_average;happiness_standard_deviation;twitter_rank;google_rank;nyt_rank;lyrics_rank
jaded;9229;3.92;1.6563;NA;NA;NA;4818
dusty;9230;3.92;1.6990;NA;NA;NA;3742
absent;9231;3.90;1.2657;NA;3580;NA;NA
alarm;9232;3.90;1.6568;2113;NA;NA;3414
artificial;9233;3.90;1.5682;NA;3395;NA;NA
defendant;9234;3.90;1.6320;NA;3841;4563;NA
dim;9235;3.90;1.3439;NA;NA;NA;3052
doesnt;9236;3.90;1.3887;1457;NA;NA;NA
impose;9237;3.90;1.1294;NA;NA;4406;NA
iraq;9238;3.90;1.6568;3856;NA;858;NA
issues;9239;3.90;1.3740;1512;888;560;NA
killas;9240;3.90;1.8434;NA;NA;NA;4851
misses;9241;3.90;1.3740;4901;NA;NA;NA
neediest;9242;3.90;1.5682;NA;NA;4309;NA
nothing;9243;3.90;1.2817;352;288;714;140
opponent;9244;3.90;1.5419;NA;NA;4039;NA
quit;9245;3.90;1.4604;1918;NA;NA;1177
slipping;9246;3.90;1.4463;NA;NA;NA;2311
stop;9247;3.90;1.3439;286;1369;971;166
bald;9248;3.90;1.9284;NA;NA;NA;4739
begged;9249;3.90;1.6739;NA;NA;NA;4820
dropped;9250;3.88;1.0029;2054;2928;1608;1928
drunk;9251;3.88;2.2464;1006;NA;NA;1140
mortgage;9252;3.88;1.9445;3740;NA;2837;NA
nooo;9253;3.88;1.3797;4530;NA;NA;NA
shout;9254;3.88;1.3797;1781;NA;NA;912
artillery;9255;3.88;1.5361;NA;4811;NA;NA
goddamn;9256;3.88;2.1759;NA;NA;NA;3213
rags;9257;3.88;1.5361;NA;NA;NA;4574
restless;9258;3.88;1.7033;NA;NA;NA;2101
uncertain;9259;3.88;1.1481;NA;4295;NA;NA
fiends;9260;3.88;1.9199;NA;NA;NA;3781
ass;9261;3.86;1.8627;283;NA;NA;311
farewell;9262;3.86;2.1286;NA;NA;NA;3185
fuckin;9263;3.86;2.7405;1077;NA;NA;688
hang;9264;3.86;1.3250;1241;NA;NA;678
not;9265;3.86;1.2938;30;22;24;51
sanctions;9266;3.86;1.7844;NA;NA;3113;NA
stopped;9267;3.86;1.2291;1674;1922;1931;1415
subjected;9268;3.86;1.3999;NA;4480;NA;NA
tremble;9269;3.86;1.7263;NA;NA;NA;4130
voodoo;9270;3.86;2.0405;NA;NA;NA;3469
wouldnt;9271;3.86;1.1068;2888;NA;NA;NA
slipped;9272;3.86;1.5811;NA;NA;NA;2672
mold;9273;3.85;1.7982;NA;NA;NA;4421
shiver;9274;3.85;1.4874;NA;NA;NA;3559
allegations;9275;3.84;1.4479;NA;NA;3641;NA
armed;9276;3.84;1.8556;NA;2495;2559;4974
ended;9277;3.84;1.4479;1978;2529;748;2688
excuses;9278;3.84;1.5167;NA;NA;NA;3776
gripe;9279;3.84;1.8666;3028;NA;NA;NA
lawyer;9280;3.84;1.4194;NA;4340;581;NA
messed;9281;3.84;1.3149;3410;NA;NA;2812
none;9282;3.84;1.4896;1952;983;1567;963
offline;9283;3.84;1.0759;4560;NA;NA;NA
pleaded;9284;3.84;1.3756;NA;NA;3127;NA
rent;9285;3.84;1.4758;2253;3445;2867;2451
shouldn't;9286;3.84;0.8172;NA;NA;NA;NA
snatch;9287;3.84;1.6333;NA;NA;NA;3723
ghosts;9288;3.84;1.9827;NA;NA;NA;3008
hatin;9289;3.84;1.5458;NA;NA;NA;4142
fragile;9290;3.83;1.3262;NA;NA;NA;3317
baddest;9291;3.82;2.0172;NA;NA;NA;4985
blood;9292;3.82;1.7922;1081;474;1827;368
creep;9293;3.82;1.6123;NA;NA;NA;1923
dark;9294;3.82;1.4097;578;982;2335;378
darkness;9295;3.82;1.8702;NA;2861;NA;663
eliminate;9296;3.82;1.7460;NA;NA;3593;NA
forgetting;9297;3.82;1.4097;NA;NA;NA;4203
gang;9298;3.82;2.1824;3440;NA;NA;1720
hanging;9299;3.82;1.7225;1404;4766;NA;1037
hardest;9300;3.82;1.6249;4282;NA;NA;2534
haven't;9301;3.82;1.2567;NA;NA;NA;NA
junk;9302;3.82;1.3354;3484;NA;NA;3912
loans;9303;3.82;1.2728;4831;3793;2000;NA
oppose;9304;3.82;1.4384;NA;NA;4381;NA
slip;9305;3.82;1.2887;4758;NA;NA;1031
sos;9306;3.82;1.7343;NA;NA;NA;4691
thirst;9307;3.82;1.7225;NA;NA;NA;3786
erased;9308;3.82;1.5093;NA;NA;NA;4728
vain;9309;3.82;1.7874;NA;3566;NA;1599
fades;9310;3.81;1.0762;NA;NA;NA;1917
aggressive;9311;3.80;1.5779;NA;4819;3474;NA
costs;9312;3.80;1.4428;3155;1112;688;NA
critics;9313;3.80;1.6782;NA;3378;1972;NA
fire;9314;3.80;1.5779;441;676;837;273
fist;9315;3.80;1.2454;NA;NA;NA;1964
interment;9316;3.80;1.8295;NA;NA;989;NA
ow;9317;3.80;1.3702;4689;NA;NA;2782
pale;9318;3.80;1.0880;NA;3511;NA;2188
protesters;9319;3.80;1.6903;NA;NA;NA;NA
witch;9320;3.80;2.0898;NA;NA;NA;3430
chronic;9321;3.79;1.9236;NA;2508;NA;3870
thirsty;9322;3.79;1.4580;NA;NA;NA;4306
thorns;9323;3.79;1.6753;NA;NA;NA;4646
sink;9324;3.79;1.6008;NA;NA;NA;1927
battles;9325;3.78;2.0030;NA;NA;NA;4637
bugs;9326;3.78;1.5158;4163;NA;NA;NA
court;9327;3.78;1.7990;1678;365;223;2425
ends;9328;3.78;1.4886;1484;1850;2291;992
exams;9329;3.78;1.6573;4080;NA;NA;NA
predeceased;9330;3.78;1.6199;NA;NA;2930;NA
risks;9331;3.78;1.7646;NA;4207;3243;NA
rusty;9332;3.78;1.4609;NA;NA;NA;4694
slow;9333;3.78;1.1119;557;1912;2304;480
wouldn't;9334;3.78;1.1480;NA;NA;NA;NA
bothered;9335;3.78;1.5311;NA;NA;NA;4853
unnecessary;9336;3.78;1.5581;NA;4778;NA;NA
nothings;9337;3.76;1.7677;NA;NA;NA;4888
resigned;9338;3.76;1.5851;NA;NA;2700;NA
symptoms;9339;3.76;1.3933;NA;1692;NA;NA
yell;9340;3.76;1.7209;NA;NA;NA;3210
gutter;9341;3.76;1.7143;NA;NA;NA;3729
hangs;9342;3.76;1.6774;NA;NA;NA;4105
void;9343;3.76;1.4220;NA;NA;NA;3270
bailout;9344;3.74;1.6759;4396;NA;NA;NA
boo;9345;3.74;1.7591;1195;NA;NA;1606
critic's;9346;3.74;1.4682;NA;NA;NA;NA
denying;9347;3.74;1.4682;NA;NA;NA;4938
last;9348;3.74;1.2586;113;202;53;187
noise;9349;3.74;1.3063;2947;2502;4813;1427
obsession;9350;3.74;1.1214;3908;NA;NA;3874
reckless;9351;3.74;1.9146;NA;NA;NA;4712
shove;9352;3.74;1.7357;NA;NA;NA;2834
stomp;9353;3.74;1.4682;NA;NA;NA;3150
wait;9354;3.74;1.2090;237;2079;2027;268
sucka;9355;3.74;1.7704;NA;NA;NA;4409
pimp;9356;3.73;2.1581;NA;NA;NA;1437
stranded;9357;3.73;1.8905;NA;NA;NA;3740
tearing;9358;3.73;1.3811;NA;NA;NA;2323
strain;9359;3.73;1.8071;NA;2886;NA;3625
crack;9360;3.72;1.4434;2191;NA;4688;865
fewer;9361;3.72;1.1256;NA;4063;2788;NA
gross;9362;3.72;1.4852;2750;3172;3012;NA
kick;9363;3.72;1.5524;721;NA;NA;697
oops;9364;3.72;1.4852;2610;NA;NA;NA
operation;9365;3.72;1.6041;NA;840;1732;NA
removed;9366;3.72;1.3856;4970;1394;2654;NA
withdrawal;9367;3.72;1.8410;NA;NA;4521;NA
crowded;9368;3.71;2.0514;NA;NA;NA;3230
lacking;9369;3.71;1.6330;NA;4770;NA;NA
revenge;9370;3.71;2.3363;NA;NA;NA;2766
foolish;9371;3.70;1.6929;NA;NA;NA;2053
con;9372;3.70;1.1473;795;3613;NA;478
crooked;9373;3.70;1.6067;NA;NA;NA;2952
demanding;9374;3.70;1.6194;NA;NA;4689;NA
dirt;9375;3.70;1.5286;3101;NA;NA;1255
don't;9376;3.70;1.0926;NA;NA;NA;NA
dont;9377;3.70;1.0738;202;NA;NA;399
goodbye;9378;3.70;1.8323;2307;NA;NA;426
locked;9379;3.70;1.2657;3004;NA;NA;1078
remove;9380;3.70;1.1995;3761;2348;2659;NA
sentenced;9381;3.70;1.6568;NA;NA;3077;NA
wasnt;9382;3.70;1.0546;2192;NA;NA;NA
won't;9383;3.70;1.1112;NA;NA;NA;NA
